name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
2MASS J19383260+4603591 b,1307,1.9 Jupiters,12.138,2015,24 boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,0,30.35060000,0.00780000,-0.00770000,0,0.190000,0.012000,-0.009000,0,13.900,,,0,1.240,,,0,289.22530,41.31790,-31.78300,0,0.91000,0.13000,-0.10000,0,Msini,0.042000,0.048000,-0.029000,0,,,,,,,,,0,G3 IV,4893.00,15.00,-15.00,0,10.64,0.84,-0.59,0,0.99,0.19,-0.13,0,-0.770,0.030,-0.030,0,[Fe/H],2.42,0.10,-0.10,0,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863000,0.6368500,-0.6368500,5.5900000,0.0010000,-0.0010000,3.1590000,0.2800000,-0.2800000,5.3339000,0.0019998,-0.0019998
2MASS J21402931+1625183 A b,82,20.95 Jupiters,17.396,2009
2MASS J22362452+4751425 b,241,12.5 Jupiters,12.51,2016,24 sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,13.400,,,0,1.190,,,0,632.46000,82.63000,-120.77000,0,1.99000,0.26000,-0.38000,0,Msini,0.090000,0.140000,-0.060000,0,,,,,,,,,0,K0 IV,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,[Fe/H],3.50,0.10,-0.10,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,6.2037400,0.0004976,-0.0004976
30 Arietis B b,146,13.82 Jupiters,6.962,2009
42 Draconis b,296,3.88 Jupiters,4.82,2008,24 sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,13.900,,,0,1.240,,,0,273.32000,111.24000,-69.92000,0,0.86000,0.35000,-0.22000,0,Msini,0.290000,0.160000,-0.090000,0,,,,,,,,,0,K0 IV,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,[Fe/H],3.50,0.10,-0.10,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,6.2037400,0.0004976,-0.0004976
47 Ursae Majoris b,45,2.53 Jupiters,5.05,1996
47 Ursae Majoris c,45,0.54 Jupiters,5.05,2001,2mass j01033563-5515561 ab b,2MASS J01033563-5515561 A,2,1,Imaging,2013,Paranal Observatory,0,,,,,84.000000,,,0,12.300,,,0,1.100,,,0,4131.79000,317.83000,-317.83000,0,13.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,0,M5.5/M6,,,,,,,,,0.19,0.02,-0.02,0,,,,,,,,,,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,47.2000000,3.1000000,-3.1000000,15.7880000,0.2750000,-0.2750000,9.2370010,0.0220000,-0.0220000,,,
47 Ursae Majoris d,45,1.64 Jupiters,5.05,2009
4 Ursae Majoris b,240,7.1 Jupiters,4.61,2006,2mass j01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,0,,,,,52.000000,6.000000,-6.000000,0,11.209,,,0,1.000,,,0,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0,Mass,,,,,,,,,1600,100,-100,0,0,M3.5 V,3530.00,50.00,-50.00,0,0.37,0.01,-0.01,0,0.40,0.05,-0.05,0,,,,,,4.86,0.00,0.00,0,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281000,0.0864000,-0.0860000,14.2440000,0.0740000,-0.0740000,9.1980000,0.0260000,-0.0260000,12.9025000,0.0011510,-0.0011510
51 Eridani b,96,2 Jupiters,5.23,2015
51 Pegasi b,50,0.46 Jupiters,5.5,1995,2mass j02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,0,,,,,156.000000,10.000000,-10.000000,0,16.141,0.336,-0.336,0,1.440,0.030,-0.030,0,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0,Mass,,,,,,,,,,,,,0,M6,3064.00,76.00,-76.00,0,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,,,,,,4.59,0.06,-0.06,0,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,40.0896412,0.1940496,-0.1940496,,,,10.4040000,0.0250000,-0.0250000,15.0123000,0.0006240,-0.0006240
55 Cancri b,41,0.8306 Jupiters,5.96,1996
55 Cancri c,41,0.1714 Jupiters,5.96,2004,2mass j04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,0,,,,,15.000000,,,0,12.600,,,0,1.130,,,0,2383.60000,794.50000,-794.50000,0,7.50000,2.50000,-2.50000,0,Mass,,,,,,,,,,,,,0,M8.5,2936.00,182.00,-182.00,0,0.23,0.01,-0.01,0,0.02,,,0,,,,,,5.01,0.00,0.00,0,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,120.4239870,5.4783417,-5.4783417,,,,13.1610000,0.0250000,-0.0250000,18.9668000,0.0068330,-0.0068330
55 Cancri d,41,3.878 Jupiters,5.96,2002
55 Cancri e,41,8.08 Earths,5.96,2004,2mass j12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,0,,,,,55.000000,,,0,12.900,,,0,1.150,,,0,1589.15000,635.66000,-635.66000,0,5.00000,2.00000,-2.00000,0,Mass,,,,,,,,,1250,200,-200,0,0,M8,2825.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.02,,,0,,,,,,5.03,0.02,-0.02,0,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.3080000,0.6569000,-0.6440000,20.1500000,0.1900000,,11.9450000,0.0260000,-0.0260000,17.4076000,0.0021540,-0.0021540
55 Cancri f,41,0.141 Jupiters,5.96,2007
61 Virginis b,28,5.1 Earths,4.74,2009,2mass j19383260+4603591 b,2MASS J19383260+4603591,2,1,Eclipse Timing Variations,2015,Kepler,0,416.00000000,2.00000000,-2.00000000,0,0.920000,0.020000,-0.020000,0,13.400,,,0,1.200,,,0,603.87700,31.78300,-31.78300,0,1.90000,0.10000,-0.10000,0,Mass,,,,,,,,,,,,,0,,10868.00,380.00,-380.00,0,0.34,0.03,-0.02,0,0.48,0.03,-0.03,0,-0.092,,,0,[Fe/H],3.91,,,0,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.3320000,6.3885000,-6.3885000,12.6510000,0.2150000,-0.2150000,12.9550000,0.0290000,-0.0290000,12.1376000,0.0036870,-0.0036870
61 Virginis c,28,18.2 Earths,4.74,2009
61 Virginis d,28,22.9 Earths,4.74,2009,2mass j21402931+1625183 a b,2MASS J21402931+1625183 A,1,1,Imaging,2009,W. M. Keck Observatory,0,7336.50000000,1934.50000000,-584.00000000,0,,,,,10.310,4.370,-4.040,0,0.920,0.390,-0.360,0,6657.48000,26629.91000,-6657.48000,0,20.95000,83.79000,-20.95000,0,Mass,0.260000,0.060000,-0.060000,0,,,,,2075,70,-70,0,0,M8.5,2300.00,80.00,-80.00,0,0.12,0.05,-0.04,0,0.08,0.06,-0.06,0,,,,,,5.22,0.05,-0.05,0,21h40m29.24s,325.1218214,+16d25m16.83s,16.4213408,33.1156898,0.4759328,-0.4759328,,,,11.8260000,0.0310000,-0.0310000,17.3961000,0.0048610,-0.0048610
6 Lyncis b,179,2.01 Jupiters,5.86,2008
70 Virginis b,58,7.49 Jupiters,4.97,1996,2mass j22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,0,,,,,230.000000,20.000000,-20.000000,0,12.300,,,0,1.100,,,0,3972.87500,476.74500,-476.74500,0,12.50000,1.50000,-1.50000,0,Mass,,,,,,,,,,,,,0,K7 V,4045.00,35.00,-35.00,0,0.64,0.06,-0.06,0,0.60,0.05,-0.05,0,,,,,,4.62,0.09,-0.13,0,22h36m24.62s,339.1025931,+47d51m42.06s,47.8616830,69.5737000,0.1592000,-0.1585000,12.3680000,0.0570000,-0.0570000,9.1480000,0.0180000,-0.0180000,11.9484000,0.0007370,-0.0007370
75 Ceti b,271,3 Jupiters,5.35,2012
7 Canis Majoris b,65,1.85 Jupiters,3.92,2011,30 ari b b,30 Ari B,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,335.10001000,2.50000000,-2.50000000,0,0.990000,0.020000,-0.020000,0,12.300,,,0,1.100,,,0,4392.41060,572.09400,-572.09400,0,13.82000,1.80000,-1.80000,0,Msini,0.290000,0.090000,-0.090000,0,,,,,,,,,0,F6 V,6331.00,61.00,-61.00,0,1.41,0.05,-0.05,0,1.93,0.27,-0.27,0,0.190,,,0,[Fe/H],4.43,0.05,-0.05,0,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.6570000,0.1039000,-0.1034000,7.0920900,0.0230000,-0.0230000,5.8220000,0.0210000,-0.0210000,6.9608500,0.0005120,-0.0005120
7 Canis Majoris c,65,0.87 Jupiters,3.92,2019
81 Ceti b,331,5.3 Jupiters,5.65,2008,4 uma b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,0,269.30000000,1.96000000,-1.96000000,0,0.870000,0.040000,-0.040000,0,12.700,,,0,1.130,,,0,2256.50000,508.50000,-508.50000,0,7.10000,1.60000,-1.60000,0,Msini,0.432000,0.024000,-0.024000,0,,,,,,,,,0,K1 III,4415.00,70.00,-70.00,0,18.11,1.47,-1.47,0,1.23,0.15,-0.15,0,-0.250,0.040,-0.040,0,[Fe/H],1.80,0.15,-0.15,0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603000,1.1860500,-1.1860500,4.5801000,0.0230000,-0.0230000,1.7340000,0.2180000,-0.2180000,4.2377300,0.0047288,-0.0047288
8 Ursae Minoris b,533,1.31 Jupiters,6.83,2015
91 Aquarii b,144,3.2 Jupiters,4.25,2013,42 dra b,42 Dra,2,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,0,479.10000000,6.20000000,-6.20000000,0,1.190000,0.010000,-0.010000,0,13.000,,,0,1.160,,,0,1233.13000,270.14000,-270.14000,0,3.88000,0.85000,-0.85000,0,Msini,0.380000,0.060000,-0.060000,0,,,,,,,,,0,K1.5 III,4200.00,70.00,-70.00,0,22.03,1.00,-1.00,0,0.98,0.05,-0.05,0,-0.460,0.050,-0.050,0,[Fe/H],1.71,0.05,-0.05,0,18h25m59.40s,276.4975053,+65d33m48.11s,65.5633652,90.6545000,1.3227000,-1.3227000,4.8262000,0.0230000,-0.0230000,2.0850000,0.2160000,-0.2160000,4.4321600,0.0062380,-0.0062380
AB Pictoris b,163,13.5 Jupiters,9.128,2005
Alpha Arietis b,66,1.8 Jupiters,2,2010,47 uma b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,0,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,13.200,,,0,1.180,,,0,804.08000,22.25000,-19.07000,0,2.53000,0.07000,-0.06000,0,Msini,0.032000,0.014000,-0.014000,0,,,,,,,,,0,G0 V,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,[M/H],4.30,0.07,-0.07,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294
Alpha Tauri b,67,6.47 Jupiters,0.85,2015
AU Microscopii b,32,0.18 Jupiters,8.81,2020,47 uma c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,0,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,14.200,,,0,1.270,,,0,171.62100,20.97600,-23.20100,0,0.54000,0.06600,-0.07300,0,Msini,0.098000,0.047000,-0.096000,0,,,,,,,,,0,G1 V,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,[M/H],4.30,0.07,-0.07,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294
BD+03 2562 b,8540,6.4 Jupiters,9.58,2017
BD-06 1339 b,66,8.5 Earths,9.7,2013,47 uma d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,0,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,13.500,,,0,1.200,,,0,521.22000,92.17000,-152.55000,0,1.64000,0.29000,-0.48000,0,Msini,0.160000,0.090000,-0.160000,0,,,,,,,,,0,G0V,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,[M/H],4.30,0.07,-0.07,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294
BD-06 1339 c,66,0.17 Jupiters,9.7,2013
BD-08 2823 b,135,12.7132 Earths,9.88,2009,51 eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,0,11688.00000000,6209.25000000,-3287.25000000,0,12.000000,4.000000,-2.000000,0,13.400,,,0,1.190,,,0,635.66000,,,0,2.00000,,,0,Mass,0.450000,0.100000,-0.150000,0,,,,,700,,,0,0,F0 IV,7295.00,120.09,-98.99,0,1.49,0.05,-0.06,0,1.65,0.36,-0.18,0,-0.027,0.045,-0.045,0,[M/H],4.31,0.09,-0.07,0,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575000,0.1213000,-0.1203000,5.2114900,0.0230000,-0.0230000,4.5370000,0.0240000,-0.0240000,5.1580600,0.0023075,-0.0023075
BD-08 2823 c,135,0.33 Jupiters,9.88,2009
BD-10 3166 b,276,0.59 Jupiters,10.08,2000,51 peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,0,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,14.300,,,0,1.270,,,0,146.20180,19.06980,-3.17830,0,0.46000,0.06000,-0.01000,0,Mass,0.013000,0.012000,-0.012000,0,,,,,,,,,0,G5V,5758.00,101.62,-119.62,0,1.18,0.07,-0.04,0,1.03,0.17,-0.09,0,0.180,0.100,-0.100,0,[M/H],4.31,0.08,-0.06,0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614000,0.0297000,-0.0297000,5.4530900,0.0230000,-0.0230000,3.9110000,0.0210000,-0.0210000,5.2864700,0.0027680,-0.0027680
BD-11 4672 b,89,0.65 Jupiters,9.99,2014
BD-11 4672 c,89,15.37 Earths,9.99,2020,55 cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,0,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,13.900,,,0,1.240,,,0,263.97850,1.04880,-1.04880,0,0.83060,0.00330,-0.00330,0,Mass,0.000000,0.010000,-0.010000,0,,,,,700,,,0,0,K0 IV-V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,[Fe/H],4.43,0.02,-0.02,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
BD-13 2130 b,3095,9.78 Jupiters,9.45,2007
BD+14 4559 b,161,1.04 Jupiters,9.63,2009,55 cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0,44.39890000,0.00420000,-0.00430000,0,0.237300,0.001300,-0.001300,0,8.510,,,0,0.760,,,0,54.47380,1.74800,-1.74800,0,0.17140,0.00550,-0.00550,0,Mass,0.030000,0.020000,-0.020000,0,,,,,,,,,0,G8V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,[Fe/H],4.43,0.02,-0.02,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
BD+15 2375 b,2525,1.061 Jupiters,10.31,2016
BD+15 2940 b,1408,1.11 Jupiters,9.046,2013,55 cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,0,5574.20000000,93.80000000,-88.60000000,0,5.957000,0.074000,-0.071000,0,13.000,,,0,1.160,,,0,1232.49300,21.61200,-21.61200,0,3.87800,0.06800,-0.06800,0,Mass,0.130000,0.020000,-0.020000,0,,,,,,,,,0,G8 V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,[Fe/H],4.43,0.02,-0.02,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
BD-17 63 b,113,5.1 Jupiters,9.566,2008
BD+20 2457 b,5450,55.59 Jupiters,9.75,2009,55 cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,1.875,0.029,-0.029,0,0.167,0.003,-0.003,0,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0,Mass,0.050000,0.030000,-0.030000,0,,,,,1958,15,-15,0,0,G8 V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,[Fe/H],4.43,0.02,-0.02,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
BD+20 2457 c,5450,12.47 Jupiters,9.75,2009
BD+20 274 b,4514,4.2 Jupiters,9.36,2012,55 cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,0,259.88000000,0.29000000,-0.29000000,0,0.770800,0.004300,-0.004400,0,7.590,,,0,0.677,,,0,44.81200,3.81400,-3.81400,0,0.14100,0.01200,-0.01200,0,Mass,0.080000,0.050000,-0.040000,0,,,,,,,,,0,G8V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,[Fe/H],4.43,0.02,-0.02,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523
BD+20 594 b,588,22.2481 Earths,11.038,2016
